timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration,syn_flag,rst_flag,fin_flag,ack_flag,psh_flag,urg_flag,failed,scenario_id,label
1700502000.0360818,192.168.1.50,198.51.100.55,61301,443,6,310,376030,17.42863041690567,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502001.4833505,192.168.1.50,198.51.100.55,59559,443,6,743,822501,15.416576471870254,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502002.2645826,192.168.1.50,198.51.100.55,56249,443,6,350,350350,21.01181351235192,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502002.3656335,192.168.1.50,198.51.100.55,54373,443,6,422,546490,11.076778339166093,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502002.6507125,192.168.1.50,198.51.100.55,56229,443,6,566,748252,19.76620943305449,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502002.7090454,192.168.1.50,198.51.100.55,50681,443,6,233,236961,10.640488634274506,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502002.8815722,192.168.1.50,198.51.100.55,64938,443,6,704,910272,16.319763075662316,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.015912,192.168.1.50,198.51.100.55,59305,443,6,361,409374,22.268031901142706,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.2742803,192.168.1.50,198.51.100.55,49431,443,6,241,279078,20.431605783777485,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.3074574,192.168.1.50,198.51.100.55,58310,443,6,360,469080,22.035958234463024,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.6729808,192.168.1.50,198.51.100.55,63493,443,6,208,276640,11.52935053626377,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.710717,192.168.1.50,198.51.100.55,52268,443,6,540,733320,26.947371893208516,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.7530253,192.168.1.50,198.51.100.55,60214,443,6,589,624929,21.0404789602953,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502003.9290366,192.168.1.50,198.51.100.55,62233,443,6,326,335780,22.133191703993297,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502004.3155563,192.168.1.50,198.51.100.55,60195,443,6,317,305905,15.959357851753827,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502004.6982374,192.168.1.50,198.51.100.55,62790,443,6,281,332704,24.8524340739681,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502005.0497499,192.168.1.50,198.51.100.55,58532,443,6,320,331840,21.31160680357638,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502005.2849982,192.168.1.50,198.51.100.55,57799,443,6,436,524508,24.778028497257623,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502005.4351735,192.168.1.50,198.51.100.55,51910,443,6,340,461040,18.363647278661787,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502006.0823307,192.168.1.50,198.51.100.55,54339,443,6,734,796390,13.658432482258613,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502006.222219,192.168.1.50,198.51.100.55,63296,443,6,285,333735,22.14250081398648,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502006.5510526,192.168.1.50,198.51.100.55,65437,443,6,469,469000,10.471387840263295,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502006.691878,192.168.1.50,198.51.100.55,52038,443,6,422,468420,18.926506501540047,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502007.109608,192.168.1.50,198.51.100.55,49601,443,6,356,486652,14.449504242527603,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502007.2211943,192.168.1.50,198.51.100.55,52118,443,6,402,484410,18.539155240879232,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502007.749873,192.168.1.50,198.51.100.55,60764,443,6,717,989460,11.30398036215825,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502008.4882739,192.168.1.50,198.51.100.55,51155,443,6,421,538459,17.04733680829267,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502008.5166779,192.168.1.50,198.51.100.55,61005,443,6,709,881996,12.705073166538938,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502008.7090888,192.168.1.50,198.51.100.55,59357,443,6,507,586599,25.706224126479,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.0955307,192.168.1.50,198.51.100.55,58383,443,6,313,421298,21.967059913513086,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.1450603,192.168.1.50,198.51.100.55,53198,443,6,749,1017142,20.21620223071688,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.3650532,192.168.1.50,198.51.100.55,52195,443,6,571,564148,13.086188838479325,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.5382643,192.168.1.50,198.51.100.55,60590,443,6,596,717584,17.156141056197196,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.5846465,192.168.1.50,198.51.100.55,58303,443,6,504,467712,22.980884339061497,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.597895,192.168.1.50,198.51.100.55,55232,443,6,749,711550,17.10535296532614,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.844236,192.168.1.50,198.51.100.55,65259,443,6,459,423198,21.187273551516633,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502009.9466681,192.168.1.50,198.51.100.55,61287,443,6,653,700016,12.855408442083508,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502011.0357468,192.168.1.50,198.51.100.55,60109,443,6,283,361391,26.21564672535466,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502011.4524686,192.168.1.50,198.51.100.55,59339,443,6,594,653400,21.692203776254594,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502011.661537,192.168.1.50,198.51.100.55,65360,443,6,326,347190,27.451012519055812,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502011.6978297,192.168.1.50,198.51.100.55,65136,443,6,740,762940,24.938593517823893,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502012.8351734,192.168.1.50,198.51.100.55,56335,443,6,553,719453,20.36710235543774,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502012.9645011,192.168.1.50,198.51.100.55,51315,443,6,629,744107,21.38599230897215,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502013.4427214,192.168.1.50,198.51.100.55,62866,443,6,343,348488,10.142565801392061,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502013.5303895,192.168.1.50,198.51.100.55,61749,443,6,771,923658,21.46998224559261,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502013.6381428,192.168.1.50,198.51.100.55,50101,443,6,647,888978,15.66141767236939,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502013.752942,192.168.1.50,198.51.100.55,63431,443,6,798,989520,21.76057009919582,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.5045407,192.168.1.50,198.51.100.55,54161,443,6,385,478940,12.629955316416359,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.670891,192.168.1.50,198.51.100.55,56267,443,6,604,712116,22.61247125770815,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.6964881,192.168.1.50,198.51.100.55,54296,443,6,335,317915,22.300011337616006,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.7076132,192.168.1.50,198.51.100.55,50208,443,6,452,440700,11.562001176395736,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.759316,192.168.1.50,198.51.100.55,55206,443,6,757,939437,27.37571273332228,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.8195097,192.168.1.50,198.51.100.55,57117,443,6,684,785916,12.674546343378164,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502014.8225472,192.168.1.50,198.51.100.55,56443,443,6,774,945054,17.50305173062565,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502015.3621306,192.168.1.50,198.51.100.55,62370,443,6,297,271161,22.813768704864465,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502015.7079506,192.168.1.50,198.51.100.55,63822,443,6,412,382748,10.080920899797698,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502015.9393744,192.168.1.50,198.51.100.55,59272,443,6,259,236208,18.52239393698781,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502016.6225345,192.168.1.50,198.51.100.55,53060,443,6,788,913292,10.543858212581435,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502016.6391685,192.168.1.50,198.51.100.55,57021,443,6,677,693925,27.328149295042945,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502016.7983165,192.168.1.50,198.51.100.55,60865,443,6,542,636308,24.103029874704543,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502016.928671,192.168.1.50,198.51.100.55,56819,443,6,582,660570,21.94079165844778,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502016.9472673,192.168.1.50,198.51.100.55,59499,443,6,245,228095,25.02491418305315,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502017.050228,192.168.1.50,198.51.100.55,59832,443,6,731,669596,25.063515020928254,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502017.655825,192.168.1.50,198.51.100.55,51343,443,6,679,656593,13.19864297491893,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502017.6997817,192.168.1.50,198.51.100.55,56490,443,6,578,593606,18.380067906365376,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502017.809458,192.168.1.50,198.51.100.55,57697,443,6,701,899383,23.10672533177251,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502019.290583,192.168.1.50,198.51.100.55,64895,443,6,543,718932,22.24915281734367,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502019.316852,192.168.1.50,198.51.100.55,50231,443,6,672,934752,17.837173722507206,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502019.7451823,192.168.1.50,198.51.100.55,53348,443,6,741,717288,27.677239959394804,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502020.0192633,192.168.1.50,198.51.100.55,62840,443,6,710,734140,19.833957342929637,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502020.176233,192.168.1.50,198.51.100.55,53031,443,6,403,402597,21.550909740970475,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502020.333124,192.168.1.50,198.51.100.55,65227,443,6,204,281316,22.524737474644347,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502021.113596,192.168.1.50,198.51.100.55,61123,443,6,725,958450,26.07897215997096,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502021.1455266,192.168.1.50,198.51.100.55,58764,443,6,217,268863,17.345828056686663,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502021.4739492,192.168.1.50,198.51.100.55,59601,443,6,679,632149,20.068845605788034,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502022.0820937,192.168.1.50,198.51.100.55,50274,443,6,511,529907,10.679682853757434,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502023.7018979,192.168.1.50,198.51.100.55,63916,443,6,558,740466,14.399939068661567,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502023.8374064,192.168.1.50,198.51.100.55,55918,443,6,693,736659,20.958856557338272,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502023.8720605,192.168.1.50,198.51.100.55,58915,443,6,685,678835,12.841569197156858,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502024.0951693,192.168.1.50,198.51.100.55,57168,443,6,756,743904,13.052971507894341,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502024.1050873,192.168.1.50,198.51.100.55,53587,443,6,499,479040,18.99141248000391,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502024.4394078,192.168.1.50,198.51.100.55,64043,443,6,725,920750,14.146605107610618,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502024.4607089,192.168.1.50,198.51.100.55,55999,443,6,727,892756,27.76806144695389,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502024.4893923,192.168.1.50,198.51.100.55,57552,443,6,456,526224,19.18022797055432,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502025.2689745,192.168.1.50,198.51.100.55,54980,443,6,703,717060,19.82786005978394,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502025.9246929,192.168.1.50,198.51.100.55,55426,443,6,419,537158,21.74792178312688,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502026.0358133,192.168.1.50,198.51.100.55,54182,443,6,571,675493,26.355269121978377,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502026.1601534,192.168.1.50,198.51.100.55,54152,443,6,321,288900,27.80070709552276,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502026.1920953,192.168.1.50,198.51.100.55,60011,443,6,662,674578,11.706986132071128,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502026.3749995,192.168.1.50,198.51.100.55,63130,443,6,603,604809,16.603391730538533,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502026.833378,192.168.1.50,198.51.100.55,65431,443,6,726,714384,19.951315698644528,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502027.1590889,192.168.1.50,198.51.100.55,61977,443,6,630,680400,15.95792961510886,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502027.2542212,192.168.1.50,198.51.100.55,56197,443,6,394,473194,14.720911267626548,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502027.5329978,192.168.1.50,198.51.100.55,53621,443,6,300,331500,23.16370416721361,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502027.6735544,192.168.1.50,198.51.100.55,59323,443,6,679,897638,21.08790957005313,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
1700502027.8110764,192.168.1.50,198.51.100.55,57554,443,6,442,453050,11.990848055346326,1,0,1,1,1,0,False,trace_exfil_02,Exfiltration
