timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration,syn_flag,rst_flag,fin_flag,ack_flag,psh_flag,urg_flag,failed,scenario_id,label
1700104000.7898695,192.168.1.50,192.168.1.10,59171,139,6,36,15624,9.062450424629992,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104002.0544796,192.168.1.50,192.168.1.10,56857,3389,6,38,21166,1.405971987921908,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104002.859267,192.168.1.50,192.168.1.10,56259,445,6,38,16644,2.0728353065338623,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104003.6087532,192.168.1.50,192.168.1.10,60571,445,6,73,35040,8.022171668267452,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104003.777695,192.168.1.50,192.168.1.10,55874,139,6,59,10384,1.1105040326357987,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104003.9526823,192.168.1.50,192.168.1.10,63873,3389,6,77,44891,6.738062009124634,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104003.9844198,192.168.1.50,192.168.1.10,56939,139,6,69,14697,8.706052273539385,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104004.186868,192.168.1.50,192.168.1.10,64439,445,6,60,11880,9.176361471104554,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104004.2785134,192.168.1.50,192.168.1.10,60264,445,6,68,23460,6.568163302945794,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104005.4898062,192.168.1.50,192.168.1.10,60033,3389,6,66,35376,2.7517650575634325,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104005.6592345,192.168.1.50,192.168.1.10,61833,3389,6,52,20176,1.5928649967279034,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104006.3363373,192.168.1.50,192.168.1.10,61911,445,6,49,26019,8.550534676146448,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104006.4910338,192.168.1.50,192.168.1.10,60882,139,6,46,24564,5.160200356296971,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104007.405848,192.168.1.50,192.168.1.10,63238,3389,6,35,10325,2.4422405214042926,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104007.5148299,192.168.1.50,192.168.1.10,58786,445,6,74,31820,1.686030829056858,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104008.5263462,192.168.1.50,192.168.1.10,50902,139,6,51,24786,4.11237936664165,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104008.623179,192.168.1.50,192.168.1.10,53882,3389,6,67,23718,4.179583390691928,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104009.0243788,192.168.1.50,192.168.1.10,57862,445,6,34,8092,8.61235395615519,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104009.2757015,192.168.1.50,192.168.1.10,52055,445,6,78,28938,6.363288535845744,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104009.29457,192.168.1.50,192.168.1.10,54048,139,6,74,20202,6.384935096701157,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104009.9781034,192.168.1.50,192.168.1.10,58063,139,6,36,15624,8.899265242160315,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104010.6289244,192.168.1.50,192.168.1.10,64655,3389,6,32,17888,7.506184564262635,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104010.8066585,192.168.1.50,192.168.1.10,58315,445,6,48,8352,6.578742630667526,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104011.025436,192.168.1.50,192.168.1.10,65053,445,6,31,8339,9.940603228494599,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104011.4074783,192.168.1.50,192.168.1.10,59150,139,6,72,33984,4.446542466523878,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104011.409695,192.168.1.50,192.168.1.10,56774,445,6,24,13704,8.612531114037397,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
1700104012.877697,192.168.1.50,192.168.1.10,59479,3389,6,32,6720,7.483227495498655,1,0,1,1,1,0,False,trace_lateral_epsilon,Infiltration
